Star_name	Mass	Metallicity	Logg	Spectral_type	Distance	Temperature	Radius	vsini	spectral_index_01	spectral_index_02	spectral_index_03	spectral_index_04	spectral_index_05	spectral_index_06	
star_270	0.752           	0.000           	5.000           	0.075           	8.678           	5254.800        	0.752           	77.000          	7.594           	17.086          	15.625          	3.758           	24.680          	162.000
star_271	0.751           	0.500           	4.500           	0.075           	74.439          	5252.040        	0.751           	77.000          	6.576           	14.613          	10.548          	2.378           	21.189          	162.600
star_272	0.750           	0.500           	4.500           	0.075           	11.005          	5249.280        	0.750           	77.000          	6.575           	14.614          	10.549          	2.374           	21.189          	163.200
star_273	0.749           	0.000           	4.500           	0.075           	48.329          	5246.520        	0.749           	77.000          	6.200           	13.951          	9.882           	3.370           	20.151          	163.800
star_274	0.748           	0.500           	4.500           	0.075           	12.270          	5243.760        	0.748           	77.000          	6.574           	14.616          	10.551          	2.366           	21.190          	164.400
star_275	0.747           	1.000           	5.000           	0.075           	12.871          	5241.000        	0.747           	77.000          	8.341           	18.417          	16.964          	4.690           	26.758          	165.000
star_276	0.746           	0.000           	5.000           	0.075           	27.208          	5238.240        	0.746           	77.000          	7.594           	17.086          	15.625          	3.730           	24.680          	165.600
star_277	0.745           	0.500           	4.500           	0.075           	60.421          	5235.480        	0.745           	77.000          	6.573           	14.618          	10.553          	2.353           	21.191          	166.200
star_278	0.744           	1.000           	5.000           	0.074           	74.157          	5232.720        	0.744           	77.000          	8.338           	18.422          	16.969          	4.715           	26.760          	166.800
star_279	0.743           	1.000           	4.500           	0.074           	37.262          	5229.960        	0.743           	77.000          	6.944           	15.289          	11.227          	4.051           	22.232          	167.400
star_280	0.742           	1.000           	5.000           	0.074           	52.234          	5227.200        	0.742           	77.000          	8.336           	18.426          	16.972          	4.731           	26.762          	168.000
star_281	0.741           	0.000           	4.500           	0.074           	85.155          	5224.440        	0.741           	77.000          	6.200           	13.951          	9.882           	3.337           	20.151          	168.600
star_282	0.741           	0.500           	5.000           	0.074           	93.587          	5221.680        	0.741           	77.000          	7.964           	17.757          	16.300          	2.703           	25.722          	169.200
star_283	0.740           	0.000           	4.000           	0.074           	10.928          	5218.920        	0.740           	77.000          	5.062           	11.391          	6.250           	2.959           	16.453          	169.800
star_284	0.739           	0.500           	5.000           	0.074           	19.528          	5216.160        	0.739           	77.000          	7.963           	17.759          	16.302          	2.694           	25.722          	170.400
star_285	0.738           	0.500           	4.000           	0.074           	56.564          	5213.400        	0.738           	77.000          	5.431           	12.065          	6.928           	1.951           	17.496          	171.000
star_286	0.737           	0.500           	4.500           	0.074           	14.995          	5210.640        	0.737           	77.000          	6.569           	14.625          	10.561          	2.316           	21.194          	171.600
star_287	0.736           	0.000           	4.000           	0.074           	57.578          	5207.880        	0.736           	77.000          	5.062           	11.391          	6.250           	2.944           	16.453          	172.200
star_288	0.735           	1.000           	4.500           	0.074           	23.309          	5205.120        	0.735           	77.000          	6.935           	15.304          	11.243          	4.119           	22.239          	172.800
star_289	0.734           	0.000           	5.000           	0.073           	48.049          	5202.360        	0.734           	77.000          	7.594           	17.086          	15.625          	3.671           	24.680          	173.400
star_290	0.733           	0.500           	5.000           	0.073           	55.215          	5199.600        	0.733           	77.000          	7.960           	17.764          	16.307          	2.666           	25.725          	174.000
star_291	0.732           	0.500           	5.000           	0.073           	84.988          	5196.840        	0.732           	77.000          	7.960           	17.765          	16.308          	2.661           	25.725          	174.600
star_292	0.731           	0.500           	4.000           	0.073           	29.256          	5194.080        	0.731           	77.000          	5.428           	12.071          	6.934           	1.925           	17.499          	175.200
star_293	0.730           	0.000           	4.500           	0.073           	42.396          	5191.320        	0.730           	77.000          	6.200           	13.951          	9.882           	3.287           	20.151          	175.800
star_294	0.730           	1.000           	4.500           	0.073           	35.536          	5188.560        	0.730           	77.000          	6.930           	15.314          	11.253          	4.165           	22.244          	176.400
star_295	0.729           	0.500           	4.500           	0.073           	97.901          	5185.800        	0.729           	77.000          	6.565           	14.633          	10.568          	2.279           	21.198          	177.000
star_296	0.728           	1.000           	4.500           	0.073           	52.113          	5183.040        	0.728           	77.000          	6.928           	15.317          	11.256          	4.181           	22.245          	177.600
star_297	0.727           	0.500           	4.000           	0.073           	81.751          	5180.280        	0.727           	77.000          	5.426           	12.075          	6.938           	1.907           	17.501          	178.200
star_298	0.726           	0.000           	5.000           	0.073           	32.148          	5177.520        	0.726           	77.000          	7.594           	17.086          	15.625          	3.629           	24.680          	178.800
star_299	0.725           	0.500           	5.000           	0.072           	94.045          	5174.760        	0.725           	77.000          	7.956           	17.772          	16.315          	2.625           	25.728          	179.400
star_300	0.724           	0.500           	5.000           	0.072           	45.278          	5172.000        	0.724           	77.000          	7.956           	17.773          	16.316          	2.620           	25.729          	180.000
star_301	0.723           	0.000           	4.000           	0.072           	5.547           	5169.240        	0.723           	77.000          	5.062           	11.391          	6.250           	2.892           	16.453          	180.600
star_302	0.722           	0.500           	4.500           	0.072           	15.898          	5166.480        	0.722           	77.000          	6.561           	14.639          	10.574          	2.250           	21.201          	181.200
star_303	0.721           	0.000           	4.500           	0.072           	65.670          	5163.720        	0.721           	77.000          	6.200           	13.951          	9.882           	3.246           	20.151          	181.800
star_304	0.720           	1.000           	4.000           	0.072           	41.829          	5160.960        	0.720           	77.000          	5.783           	12.771          	7.638           	3.550           	18.554          	182.400
star_305	0.719           	1.000           	5.000           	0.072           	11.528          	5158.200        	0.719           	77.000          	8.313           	18.468          	17.015          	4.946           	26.781          	183.000
star_306	0.718           	0.500           	5.000           	0.072           	21.145          	5155.440        	0.718           	77.000          	7.953           	17.778          	16.321          	2.592           	25.731          	183.600
star_307	0.718           	1.000           	4.000           	0.072           	66.890          	5152.680        	0.718           	77.000          	5.780           	12.777          	7.644           	3.571           	18.557          	184.200
star_308	0.717           	0.500           	4.500           	0.072           	13.891          	5149.920        	0.717           	77.000          	6.559           	14.644          	10.580          	2.225           	21.203          	184.800
star_309	0.716           	0.500           	4.000           	0.072           	50.717          	5147.160        	0.716           	77.000          	5.420           	12.085          	6.949           	1.863           	17.506          	185.400
star_310	0.715           	0.000           	4.500           	0.071           	79.011          	5144.400        	0.715           	77.000          	6.200           	13.951          	9.882           	3.217           	20.151          	186.000
star_311	0.714           	1.000           	4.000           	0.071           	21.688          	5141.640        	0.714           	77.000          	5.776           	12.784          	7.651           	3.600           	18.560          	186.600
star_312	0.713           	0.500           	5.000           	0.071           	27.106          	5138.880        	0.713           	77.000          	7.950           	17.783          	16.326          	2.565           	25.734          	187.200
star_313	0.712           	1.000           	4.500           	0.071           	68.194          	5136.120        	0.712           	77.000          	6.912           	15.347          	11.287          	4.316           	22.259          	187.800
star_314	0.711           	0.000           	5.000           	0.071           	91.072          	5133.360        	0.711           	77.000          	7.594           	17.086          	15.625          	3.556           	24.680          	188.400
star_315	0.710           	0.500           	4.500           	0.071           	11.896          	5130.600        	0.710           	77.000          	6.555           	14.651          	10.586          	2.196           	21.206          	189.000
star_316	0.709           	1.000           	4.000           	0.071           	34.568          	5127.840        	0.709           	77.000          	5.772           	12.793          	7.660           	3.636           	18.564          	189.600
star_317	0.708           	0.000           	4.000           	0.071           	20.425          	5125.080        	0.708           	77.000          	5.062           	11.391          	6.250           	2.833           	16.453          	190.200
star_318	0.707           	0.500           	4.000           	0.071           	31.765          	5122.320        	0.707           	77.000          	5.416           	12.093          	6.957           	1.830           	17.510          	190.800
star_319	0.707           	0.000           	5.000           	0.071           	80.420          	5119.560        	0.707           	77.000          	7.594           	17.086          	15.625          	3.533           	24.680          	191.400
star_320	0.706           	0.000           	4.000           	0.071           	8.760           	5116.800        	0.706           	77.000          	5.062           	11.391          	6.250           	2.822           	16.453          	192.000
star_321	0.705           	0.500           	4.500           	0.070           	86.524          	5114.040        	0.705           	77.000          	6.553           	14.656          	10.592          	2.171           	21.209          	192.600
star_322	0.704           	1.000           	4.500           	0.070           	20.339          	5111.280        	0.704           	77.000          	6.904           	15.364          	11.303          	4.391           	22.268          	193.200
star_323	0.703           	0.500           	5.000           	0.070           	71.835          	5108.520        	0.703           	77.000          	7.945           	17.793          	16.336          	2.514           	25.738          	193.800
star_324	0.702           	0.000           	4.000           	0.070           	79.429          	5105.760        	0.702           	77.000          	5.062           	11.391          	6.250           	2.808           	16.453          	194.400
star_325	0.701           	0.000           	4.000           	0.070           	65.361          	5103.000        	0.701           	77.000          	5.062           	11.391          	6.250           	2.804           	16.453          	195.000
star_326	0.700           	0.000           	4.000           	0.070           	61.610          	5100.240        	0.700           	77.000          	5.062           	11.391          	6.250           	2.800           	16.453          	195.600
star_327	0.699           	1.000           	4.500           	0.070           	55.048          	5097.480        	0.699           	77.000          	6.899           	15.373          	11.312          	4.433           	22.272          	196.200
star_328	0.698           	0.500           	5.000           	0.070           	55.728          	5094.720        	0.698           	77.000          	7.943           	17.798          	16.341          	2.491           	25.741          	196.800
star_329	0.697           	1.000           	4.500           	0.070           	36.255          	5091.960        	0.697           	77.000          	6.898           	15.376          	11.316          	4.450           	22.274          	197.400
star_330	0.696           	0.000           	5.000           	0.070           	98.320          	5089.200        	0.696           	77.000          	7.594           	17.086          	15.625          	3.482           	24.680          	198.000
star_331	0.695           	1.000           	4.000           	0.070           	83.546          	5086.440        	0.695           	77.000          	5.758           	12.820          	7.688           	3.748           	18.578          	198.600
star_332	0.695           	1.000           	5.000           	0.069           	55.600          	5083.680        	0.695           	77.000          	8.288           	18.517          	17.065          	5.195           	26.806          	199.200
star_333	0.694           	0.000           	4.500           	0.069           	24.453          	5080.920        	0.694           	77.000          	6.200           	13.951          	9.882           	3.121           	20.151          	199.800
star_334	0.693           	1.000           	4.000           	0.069           	26.314          	5078.160        	0.693           	77.000          	5.755           	12.826          	7.694           	3.771           	18.581          	200.400
star_335	0.692           	1.000           	4.500           	0.069           	61.758          	5075.400        	0.692           	77.000          	6.892           	15.388          	11.328          	4.501           	22.280          	201.000
star_336	0.691           	0.000           	4.500           	0.069           	39.760          	5072.640        	0.691           	77.000          	6.200           	13.951          	9.882           	3.109           	20.151          	201.600
star_337	0.690           	0.500           	5.000           	0.069           	42.894          	5069.880        	0.690           	77.000          	7.939           	17.806          	16.350          	2.450           	25.745          	202.200
star_338	0.689           	0.000           	4.000           	0.069           	22.343          	5067.120        	0.689           	77.000          	5.062           	11.391          	6.250           	2.756           	16.453          	202.800
star_339	0.688           	1.000           	4.000           	0.069           	16.959          	5064.360        	0.688           	77.000          	5.751           	12.835          	7.703           	3.810           	18.586          	203.400
star_340	0.687           	1.000           	4.500           	0.069           	50.254          	5061.600        	0.687           	77.000          	6.887           	15.397          	11.337          	4.545           	22.285          	204.000
star_341	0.686           	0.500           	4.500           	0.069           	1.916           	5058.840        	0.686           	77.000          	6.543           	14.675          	10.611          	2.088           	21.218          	204.600
star_342	0.685           	1.000           	4.500           	0.069           	94.779          	5056.080        	0.685           	77.000          	6.886           	15.401          	11.341          	4.562           	22.287          	205.200
star_343	0.684           	1.000           	5.000           	0.068           	92.251          	5053.320        	0.684           	77.000          	8.278           	18.538          	17.086          	5.301           	26.817          	205.800
star_344	0.684           	0.500           	4.500           	0.068           	66.952          	5050.560        	0.684           	77.000          	6.542           	14.678          	10.614          	2.076           	21.220          	206.400
star_345	0.683           	0.000           	4.000           	0.068           	93.512          	5047.800        	0.683           	77.000          	5.062           	11.391          	6.250           	2.730           	16.453          	207.000
star_346	0.682           	1.000           	5.000           	0.068           	53.610          	5045.040        	0.682           	77.000          	8.275           	18.544          	17.092          	5.331           	26.820          	207.600
star_347	0.681           	1.000           	5.000           	0.068           	74.457          	5042.280        	0.681           	77.000          	8.275           	18.546          	17.094          	5.340           	26.821          	208.200
star_348	0.680           	0.000           	4.500           	0.068           	47.983          	5039.520        	0.680           	77.000          	6.200           	13.951          	9.882           	3.059           	20.151          	208.800
star_349	0.679           	0.500           	4.000           	0.068           	45.200          	5036.760        	0.679           	77.000          	5.402           	12.123          	6.986           	1.716           	17.525          	209.400
star_350	0.678           	1.000           	5.000           	0.068           	85.350          	5034.000        	0.678           	77.000          	8.272           	18.552          	17.100          	5.370           	26.824          	210.000
star_351	0.677           	1.000           	4.000           	0.068           	86.295          	5031.240        	0.677           	77.000          	5.740           	12.859          	7.727           	3.904           	18.598          	210.600
star_352	0.676           	0.500           	4.000           	0.068           	5.004           	5028.480        	0.676           	77.000          	5.401           	12.126          	6.989           	1.705           	17.526          	211.200
star_353	0.675           	1.000           	5.000           	0.068           	25.307          	5025.720        	0.675           	77.000          	8.269           	18.558          	17.106          	5.400           	26.827          	211.800
star_354	0.674           	1.000           	4.000           	0.067           	53.391          	5022.960        	0.674           	77.000          	5.737           	12.865          	7.733           	3.928           	18.602          	212.400
star_355	0.673           	0.000           	5.000           	0.067           	30.610          	5020.200        	0.673           	77.000          	7.594           	17.086          	15.625          	3.367           	24.680          	213.000
star_356	0.672           	0.000           	4.000           	0.067           	92.501          	5017.440        	0.672           	77.000          	5.062           	11.391          	6.250           	2.690           	16.453          	213.600
star_357	0.672           	0.000           	4.500           	0.067           	7.917           	5014.680        	0.672           	77.000          	6.200           	13.951          	9.882           	3.022           	20.151          	214.200
star_358	0.671           	0.500           	4.500           	0.067           	94.620          	5011.920        	0.671           	77.000          	6.536           	14.692          	10.628          	2.018           	21.227          	214.800
star_359	0.670           	0.000           	4.000           	0.067           	26.872          	5009.160        	0.670           	77.000          	5.062           	11.391          	6.250           	2.679           	16.453          	215.400
star_360	0.669           	1.000           	4.500           	0.067           	57.081          	5006.400        	0.669           	77.000          	6.869           	15.437          	11.377          	4.724           	22.306          	216.000
star_361	0.668           	1.000           	4.500           	0.067           	85.630          	5003.640        	0.668           	77.000          	6.868           	15.439          	11.379          	4.734           	22.307          	216.600
star_362	0.667           	0.500           	4.500           	0.067           	18.024          	5000.880        	0.667           	77.000          	6.534           	14.696          	10.632          	2.001           	21.230          	217.200
star_363	0.666           	1.000           	4.000           	0.067           	83.483          	4998.120        	0.666           	77.000          	5.729           	12.883          	7.751           	4.002           	18.612          	217.800
star_364	0.665           	0.000           	4.500           	0.067           	41.268          	4995.360        	0.665           	77.000          	6.200           	13.951          	9.882           	2.993           	20.151          	218.400
star_365	0.664           	0.000           	5.000           	0.066           	56.489          	4992.600        	0.664           	77.000          	7.594           	17.086          	15.625          	3.321           	24.680          	219.000
star_366	0.663           	1.000           	4.500           	0.066           	88.964          	4989.840        	0.663           	77.000          	6.864           	15.449          	11.390          	4.780           	22.313          	219.600
star_367	0.662           	0.000           	4.500           	0.066           	80.078          	4987.080        	0.662           	77.000          	6.200           	13.951          	9.882           	2.981           	20.151          	220.200
star_368	0.661           	1.000           	4.000           	0.066           	73.054          	4984.320        	0.661           	77.000          	5.724           	12.893          	7.762           	4.044           	18.617          	220.800
star_369	0.661           	1.000           	4.500           	0.066           	13.128          	4981.560        	0.661           	77.000          	6.861           	15.455          	11.396          	4.809           	22.316          	221.400
star_370	0.660           	0.500           	4.000           	0.066           	55.612          	4978.800        	0.660           	77.000          	5.392           	12.144          	7.008           	1.638           	17.536          	222.000
star_371	0.659           	0.500           	4.000           	0.066           	80.568          	4976.040        	0.659           	77.000          	5.392           	12.145          	7.009           	1.635           	17.537          	222.600
star_372	0.658           	0.000           	5.000           	0.066           	60.580          	4973.280        	0.658           	77.000          	7.594           	17.086          	15.625          	3.289           	24.680          	223.200
star_373	0.657           	0.500           	4.000           	0.066           	6.763           	4970.520        	0.657           	77.000          	5.391           	12.147          	7.011           	1.627           	17.538          	223.800
star_374	0.656           	1.000           	4.000           	0.066           	90.838          	4967.760        	0.656           	77.000          	5.718           	12.906          	7.775           	4.095           	18.624          	224.400
star_375	0.655           	0.000           	5.000           	0.066           	4.835           	4965.000        	0.655           	77.000          	7.594           	17.086          	15.625          	3.275           	24.680          	225.000
star_376	0.654           	0.500           	4.500           	0.065           	97.663          	4962.240        	0.654           	77.000          	6.527           	14.710          	10.647          	1.943           	21.238          	225.600
star_377	0.653           	0.000           	4.000           	0.065           	92.117          	4959.480        	0.653           	77.000          	5.062           	11.391          	6.250           	2.613           	16.453          	226.200
star_378	0.652           	0.000           	4.500           	0.065           	26.689          	4956.720        	0.652           	77.000          	6.200           	13.951          	9.882           	2.935           	20.151          	226.800
star_379	0.651           	0.500           	5.000           	0.065           	15.891          	4953.960        	0.651           	77.000          	7.919           	17.849          	16.393          	2.257           	25.768          	227.400
star_380	0.650           	0.000           	4.500           	0.065           	6.329           	4951.200        	0.650           	77.000          	6.200           	13.951          	9.882           	2.927           	20.151          	228.000
star_381	0.649           	0.500           	4.000           	0.065           	39.665          	4948.440        	0.649           	77.000          	5.387           	12.156          	7.020           	1.598           	17.543          	228.600
star_382	0.649           	0.500           	4.500           	0.065           	46.717          	4945.680        	0.649           	77.000          	6.525           	14.717          	10.653          	1.919           	21.241          	229.200
star_383	0.648           	1.000           	4.500           	0.065           	42.705          	4942.920        	0.648           	77.000          	6.848           	15.485          	11.426          	4.944           	22.333          	229.800
star_384	0.647           	0.000           	4.000           	0.065           	62.152          	4940.160        	0.647           	77.000          	5.062           	11.391          	6.250           	2.587           	16.453          	230.400
star_385	0.646           	1.000           	4.000           	0.065           	42.244          	4937.400        	0.646           	77.000          	5.708           	12.930          	7.798           	4.190           	18.638          	231.000
star_386	0.645           	1.000           	4.000           	0.064           	7.619           	4934.640        	0.645           	77.000          	5.707           	12.932          	7.801           	4.199           	18.639          	231.600
star_387	0.644           	1.000           	4.000           	0.064           	77.548          	4931.880        	0.644           	77.000          	5.706           	12.934          	7.803           	4.208           	18.640          	232.200
star_388	0.643           	0.500           	4.500           	0.064           	41.334          	4929.120        	0.643           	77.000          	6.522           	14.723          	10.660          	1.894           	21.245          	232.800
star_389	0.642           	0.500           	5.000           	0.064           	72.602          	4926.360        	0.642           	77.000          	7.915           	17.860          	16.404          	2.211           	25.775          	233.400
star_390	0.641           	1.000           	4.500           	0.064           	61.567          	4923.600        	0.641           	77.000          	6.841           	15.501          	11.442          	5.014           	22.342          	234.000
star_391	0.640           	1.000           	4.500           	0.064           	51.398          	4920.840        	0.640           	77.000          	6.841           	15.503          	11.444          	5.024           	22.343          	234.600
star_392	0.639           	0.500           	5.000           	0.064           	12.165          	4918.080        	0.639           	77.000          	7.913           	17.863          	16.407          	2.197           	25.777          	235.200
star_393	0.638           	0.500           	5.000           	0.064           	25.339          	4915.320        	0.638           	77.000          	7.913           	17.864          	16.408          	2.192           	25.777          	235.800
star_394	0.638           	0.500           	4.000           	0.064           	57.343          	4912.560        	0.638           	77.000          	5.381           	12.170          	7.034           	1.550           	17.551          	236.400
star_395	0.637           	1.000           	4.500           	0.064           	18.889          	4909.800        	0.637           	77.000          	6.837           	15.512          	11.453          	5.064           	22.349          	237.000
star_396	0.636           	0.500           	4.500           	0.064           	4.071           	4907.040        	0.636           	77.000          	6.518           	14.732          	10.669          	1.861           	21.250          	237.600
star_397	0.635           	0.000           	4.000           	0.063           	23.693          	4904.280        	0.635           	77.000          	5.062           	11.391          	6.250           	2.539           	16.453          	238.200
star_398	0.634           	1.000           	4.500           	0.063           	23.868          	4901.520        	0.634           	77.000          	6.834           	15.518          	11.460          	5.095           	22.353          	238.800
star_399	0.633           	0.000           	4.500           	0.063           	45.673          	4898.760        	0.633           	77.000          	6.200           	13.951          	9.882           	2.848           	20.151          	239.400
star_400	0.632           	1.000           	5.000           	0.063           	7.162           	4896.000        	0.632           	77.000          	8.226           	18.658          	17.207          	5.906           	26.884          	240.000
star_401	0.631           	0.500           	4.500           	0.063           	29.168          	4893.240        	0.631           	77.000          	6.516           	14.738          	10.674          	1.840           	21.254          	240.600
star_402	0.630           	1.000           	4.500           	0.063           	67.447          	4890.480        	0.630           	77.000          	6.830           	15.527          	11.469          	5.137           	22.358          	241.200
star_403	0.629           	0.500           	4.000           	0.063           	34.328          	4887.720        	0.629           	77.000          	5.377           	12.180          	7.045           	1.517           	17.557          	241.800
star_404	0.628           	0.000           	4.500           	0.063           	72.675          	4884.960        	0.628           	77.000          	6.200           	13.951          	9.882           	2.827           	20.151          	242.400
star_405	0.627           	0.500           	4.000           	0.063           	55.026          	4882.200        	0.627           	77.000          	5.376           	12.183          	7.047           	1.510           	17.559          	243.000
star_406	0.626           	0.500           	5.000           	0.063           	84.050          	4879.440        	0.626           	77.000          	7.907           	17.879          	16.423          	2.132           	25.786          	243.600
star_407	0.626           	1.000           	4.000           	0.063           	39.326          	4876.680        	0.626           	77.000          	5.688           	12.979          	7.849           	4.390           	18.667          	244.200
star_408	0.625           	0.000           	4.000           	0.062           	14.518          	4873.920        	0.625           	77.000          	5.062           	11.391          	6.250           	2.499           	16.453          	244.800
star_409	0.624           	1.000           	5.000           	0.062           	73.474          	4871.160        	0.624           	77.000          	8.217           	18.679          	17.228          	6.011           	26.896          	245.400
star_410	0.623           	0.000           	4.500           	0.062           	48.421          	4868.400        	0.623           	77.000          	6.200           	13.951          	9.882           	2.803           	20.151          	246.000
star_411	0.622           	1.000           	4.000           	0.062           	76.113          	4865.640        	0.622           	77.000          	5.684           	12.988          	7.858           	4.428           	18.673          	246.600
star_412	0.621           	1.000           	5.000           	0.062           	44.102          	4862.880        	0.621           	77.000          	8.215           	18.686          	17.235          	6.047           	26.901          	247.200
star_413	0.620           	0.000           	5.000           	0.062           	21.803          	4860.120        	0.620           	77.000          	7.594           	17.086          	15.625          	3.100           	24.680          	247.800
star_414	0.619           	1.000           	5.000           	0.062           	9.377           	4857.360        	0.619           	77.000          	8.213           	18.691          	17.240          	6.071           	26.904          	248.400
star_415	0.618           	1.000           	4.500           	0.062           	49.931          	4854.600        	0.618           	77.000          	6.818           	15.558          	11.500          	5.274           	22.376          	249.000
star_416	0.617           	1.000           	5.000           	0.062           	99.177          	4851.840        	0.617           	77.000          	8.211           	18.696          	17.245          	6.095           	26.907          	249.600
star_417	0.616           	0.500           	4.500           	0.062           	31.105          	4849.080        	0.616           	77.000          	6.508           	14.757          	10.693          	1.774           	21.265          	250.200
star_418	0.615           	0.500           	4.000           	0.062           	91.988          	4846.320        	0.615           	77.000          	5.370           	12.198          	7.062           	1.462           	17.568          	250.800
star_419	0.615           	1.000           	4.500           	0.061           	40.276          	4843.560        	0.615           	77.000          	6.815           	15.567          	11.509          	5.318           	22.382          	251.400
star_420	0.614           	0.500           	4.000           	0.061           	98.529          	4840.800        	0.614           	77.000          	5.369           	12.200          	7.065           	1.454           	17.570          	252.000
star_421	0.613           	0.500           	4.500           	0.061           	8.847           	4838.040        	0.613           	77.000          	6.507           	14.761          	10.698          	1.757           	21.268          	252.600
star_422	0.612           	0.000           	5.000           	0.061           	9.605           	4835.280        	0.612           	77.000          	7.594           	17.086          	15.625          	3.059           	24.680          	253.200
star_423	0.611           	1.000           	4.000           	0.061           	62.456          	4832.520        	0.611           	77.000          	5.673           	13.017          	7.887           	4.544           	18.690          	253.800
star_424	0.610           	0.000           	4.000           	0.061           	67.439          	4829.760        	0.610           	77.000          	5.062           	11.391          	6.250           	2.440           	16.453          	254.400
star_425	0.609           	0.000           	4.000           	0.061           	17.674          	4827.000        	0.609           	77.000          	5.062           	11.391          	6.250           	2.436           	16.453          	255.000
star_426	0.608           	0.500           	5.000           	0.061           	41.731          	4824.240        	0.608           	77.000          	7.898           	17.903          	16.447          	2.040           	25.801          	255.600
star_427	0.607           	0.000           	5.000           	0.061           	70.413          	4821.480        	0.607           	77.000          	7.594           	17.086          	15.625          	3.036           	24.680          	256.200
star_428	0.606           	1.000           	4.500           	0.061           	63.620          	4818.720        	0.606           	77.000          	6.807           	15.589          	11.532          	5.418           	22.396          	256.800
star_429	0.605           	0.000           	5.000           	0.061           	51.993          	4815.960        	0.605           	77.000          	7.594           	17.086          	15.625          	3.027           	24.680          	257.400
star_430	0.604           	0.500           	4.000           	0.060           	54.416          	4813.200        	0.604           	77.000          	5.365           	12.212          	7.077           	1.418           	17.577          	258.000
star_431	0.603           	0.500           	4.000           	0.060           	65.515          	4810.440        	0.603           	77.000          	5.364           	12.214          	7.079           	1.414           	17.578          	258.600
star_432	0.603           	0.500           	5.000           	0.060           	35.615          	4807.680        	0.603           	77.000          	7.895           	17.910          	16.455          	2.013           	25.805          	259.200
star_433	0.602           	0.000           	4.000           	0.060           	27.144          	4804.920        	0.602           	77.000          	5.062           	11.391          	6.250           	2.407           	16.453          	259.800
star_434	0.601           	0.000           	4.000           	0.060           	33.953          	4802.160        	0.601           	77.000          	5.062           	11.391          	6.250           	2.403           	16.453          	260.400
star_435	0.600           	1.000           	4.500           	0.060           	17.548          	4799.400        	0.600           	77.000          	6.800           	15.607          	-9.282          	5.498           	22.407          	261.000
star_436	0.599           	0.500           	4.500           	0.060           	62.918          	4796.640        	0.599           	77.000          	6.500           	14.780          	-9.583          	1.695           	21.280          	261.600
star_437	0.598           	1.000           	5.000           	0.060           	60.269          	4793.880        	0.598           	77.000          	8.192           	18.747          	-15.027         	6.356           	26.939          	262.200
star_438	0.597           	0.000           	4.000           	0.060           	17.760          	4791.120        	0.597           	77.000          	5.062           	11.391          	-6.250          	2.388           	16.453          	262.800
star_439	0.596           	0.000           	5.000           	0.060           	70.183          	4788.360        	0.596           	77.000          	7.594           	17.086          	-15.625         	2.981           	24.680          	263.400
star_440	0.595           	0.500           	5.000           	0.060           	85.580          	4785.600        	0.595           	77.000          	7.891           	17.920          	-15.327         	1.976           	25.812          	264.000
star_441	0.594           	1.000           	5.000           	0.059           	38.348          	4782.840        	0.594           	77.000          	8.188           	18.757          	-15.031         	6.408           	26.945          	264.600
star_442	0.593           	0.500           	4.500           	0.059           	51.366          	4780.080        	0.593           	77.000          	6.497           	14.788          	-9.585          	1.670           	21.285          	265.200
star_443	0.592           	0.500           	4.500           	0.059           	32.455          	4777.320        	0.592           	77.000          	6.496           	14.789          	-9.586          	1.666           	21.285          	265.800
star_444	0.592           	0.000           	5.000           	0.059           	67.331          	4774.560        	0.592           	77.000          	7.594           	17.086          	-15.625         	2.958           	24.680          	266.400
star_445	0.591           	0.500           	4.500           	0.059           	45.624          	4771.800        	0.591           	77.000          	6.496           	14.792          	-9.587          	1.658           	21.287          	267.000
star_446	0.590           	1.000           	4.000           	0.059           	80.422          	4769.040        	0.590           	77.000          	5.652           	13.075          	-5.660          	4.779           	18.727          	267.600
star_447	0.589           	0.500           	4.000           	0.059           	13.691          	4766.280        	0.589           	77.000          	5.357           	12.234          	-5.956          	1.355           	17.591          	268.200
star_448	0.588           	0.500           	5.000           	0.059           	34.168          	4763.520        	0.588           	77.000          	7.888           	17.931          	-15.331         	1.939           	25.818          	268.800
star_449	0.587           	1.000           	4.000           	0.059           	76.078          	4760.760        	0.587           	77.000          	5.649           	13.083          	-5.663          	4.811           	18.732          	269.400
star_450	0.586           	0.000           	4.500           	0.059           	92.101          	4758.000        	0.586           	77.000          	6.200           	13.951          	-9.882          	2.637           	20.151          	270.000
star_451	0.585           	0.500           	5.000           	0.059           	92.806          	4755.240        	0.585           	77.000          	7.886           	17.935          	-15.332         	1.925           	25.821          	270.600
star_452	0.584           	0.000           	5.000           	0.058           	60.358          	4752.480        	0.584           	77.000          	7.594           	17.086          	-15.625         	2.921           	24.680          	271.200
star_453	0.583           	0.500           	4.500           	0.058           	51.550          	4749.720        	0.583           	77.000          	6.492           	14.802          	-9.590          	1.625           	21.294          	271.800
star_454	0.582           	0.500           	5.000           	0.058           	25.223          	4746.960        	0.582           	77.000          	7.885           	17.939          	-15.334         	1.912           	25.824          	272.400
star_455	0.581           	0.000           	5.000           	0.058           	36.796          	4744.200        	0.581           	77.000          	7.594           	17.086          	-15.625         	2.907           	24.680          	273.000
star_456	0.580           	0.500           	4.500           	0.058           	64.939          	4741.440        	0.580           	77.000          	6.491           	14.806          	-9.592          	1.612           	21.297          	273.600
