//Star_name	data01	data02	data03	data04	data05	data06	data07	data08	data09	data10	
star_253	237.622         	1841.763        	0.515           	0.835           	1265.000        	0.691           	1771.000        	2024.000        	2277.000        	253.000
star_254	243.733         	1758.892        	0.789           	0.590           	1270.000        	0.691           	1778.000        	2032.000        	2286.000        	254.000
star_255	27.804          	748.537         	0.508           	0.591           	1275.000        	0.691           	1785.000        	2040.000        	2295.000        	255.000
star_256	127.271         	2533.587        	0.837           	0.621           	1280.000        	0.691           	1792.000        	2048.000        	2304.000        	256.000
star_257	143.951         	1950.305        	0.752           	0.760           	1285.000        	0.691           	1799.000        	2056.000        	2313.000        	257.000
star_258	142.865         	517.364         	0.832           	0.788           	1290.000        	0.691           	1806.000        	2064.000        	2322.000        	258.000
star_259	231.056         	1115.151        	0.743           	0.819           	1295.000        	0.691           	1813.000        	2072.000        	2331.000        	259.000
star_260	209.820         	2251.946        	0.531           	0.564           	1300.000        	0.691           	1820.000        	2080.000        	2340.000        	260.000
star_261	64.322          	523.165         	0.511           	0.649           	1305.000        	0.691           	1827.000        	2088.000        	2349.000        	261.000
star_262	73.466          	473.873         	0.807           	0.609           	1310.000        	0.691           	1834.000        	2096.000        	2358.000        	262.000
star_263	255.302         	1509.470        	0.644           	0.734           	1315.000        	0.691           	1841.000        	2104.000        	2367.000        	263.000
star_264	259.371         	1481.235        	0.620           	0.542           	1320.000        	0.691           	1848.000        	2112.000        	2376.000        	264.000
star_265	102.793         	2248.138        	0.721           	0.659           	1325.000        	0.691           	1855.000        	2120.000        	2385.000        	265.000
star_266	165.767         	948.439         	0.830           	0.599           	1330.000        	0.691           	1862.000        	2128.000        	2394.000        	266.000
star_267	71.806          	2549.766        	0.797           	0.809           	1335.000        	0.691           	1869.000        	2136.000        	2403.000        	267.000
star_268	263.360         	1108.449        	0.779           	0.839           	1340.000        	0.691           	1876.000        	2144.000        	2412.000        	268.000
star_269	220.273         	1094.431        	0.552           	0.821           	1345.000        	0.691           	1883.000        	2152.000        	2421.000        	269.000
star_270	104.206         	2115.590        	0.625           	0.648           	1350.000        	0.691           	1890.000        	2160.000        	2430.000        	270.000
star_271	46.735          	1875.053        	0.601           	0.635           	1355.000        	0.691           	1897.000        	2168.000        	2439.000        	271.000
star_272	71.400          	1335.021        	0.665           	0.830           	1360.000        	0.691           	1904.000        	2176.000        	2448.000        	272.000
star_273	30.295          	1842.380        	0.514           	0.713           	1365.000        	0.691           	1911.000        	2184.000        	2457.000        	273.000
star_274	32.591          	1219.478        	0.518           	0.698           	1370.000        	0.691           	1918.000        	2192.000        	2466.000        	274.000
star_275	36.651          	575.538         	0.678           	0.832           	1375.000        	0.691           	1925.000        	2200.000        	2475.000        	275.000
star_276	212.324         	1242.433        	0.596           	0.517           	1380.000        	0.691           	1932.000        	2208.000        	2484.000        	276.000
star_277	220.818         	2761.553        	0.713           	0.788           	1385.000        	0.691           	1939.000        	2216.000        	2493.000        	277.000
star_278	97.742          	1562.739        	0.798           	0.540           	1390.000        	0.691           	1946.000        	2224.000        	2502.000        	278.000
star_279	271.018         	1138.037        	0.720           	0.533           	1395.000        	0.691           	1953.000        	2232.000        	2511.000        	279.000
star_280	193.894         	1167.565        	0.578           	0.665           	1400.000        	0.691           	1960.000        	2240.000        	2520.000        	280.000
star_281	74.177          	1818.579        	0.668           	0.770           	1405.000        	0.691           	1967.000        	2248.000        	2529.000        	281.000
star_282	145.907         	551.069         	0.774           	0.584           	1410.000        	0.691           	1974.000        	2256.000        	2538.000        	282.000
star_283	82.007          	2711.325        	0.744           	0.543           	1415.000        	0.691           	1981.000        	2264.000        	2547.000        	283.000
star_284	94.069          	1989.935        	0.714           	0.630           	1420.000        	0.691           	1988.000        	2272.000        	2556.000        	284.000
star_285	211.019         	289.650         	0.765           	0.599           	1425.000        	0.691           	1995.000        	2280.000        	2565.000        	285.000
star_286	267.393         	504.497         	0.792           	0.626           	1430.000        	0.691           	2002.000        	2288.000        	2574.000        	286.000
star_287	42.821          	474.295         	0.756           	0.571           	1435.000        	0.691           	2009.000        	2296.000        	2583.000        	287.000
star_288	138.911         	1467.061        	0.803           	0.652           	1440.000        	0.691           	2016.000        	2304.000        	2592.000        	288.000
star_289	75.539          	2312.848        	0.818           	0.595           	1445.000        	0.691           	2023.000        	2312.000        	2601.000        	289.000
star_290	136.782         	607.474         	0.841           	0.647           	1450.000        	0.691           	2030.000        	2320.000        	2610.000        	290.000
star_291	143.526         	2027.310        	0.593           	0.727           	1455.000        	0.691           	2037.000        	2328.000        	2619.000        	291.000
star_292	94.876          	1620.730        	0.706           	0.772           	1460.000        	0.691           	2044.000        	2336.000        	2628.000        	292.000
star_293	264.175         	2463.111        	0.643           	0.662           	1465.000        	0.691           	2051.000        	2344.000        	2637.000        	293.000
star_294	178.107         	1832.779        	0.634           	0.545           	1470.000        	0.691           	2058.000        	2352.000        	2646.000        	294.000
star_295	25.933          	2577.962        	0.575           	0.559           	1475.000        	0.691           	2065.000        	2360.000        	2655.000        	295.000
star_296	220.676         	1206.266        	0.740           	0.808           	1480.000        	0.691           	2072.000        	2368.000        	2664.000        	296.000
star_297	211.125         	519.889         	0.558           	0.506           	1485.000        	0.691           	2079.000        	2376.000        	2673.000        	297.000
star_298	194.248         	1331.097        	0.519           	0.710           	1490.000        	0.691           	2086.000        	2384.000        	2682.000        	298.000
star_299	266.803         	1731.361        	0.803           	0.754           	1495.000        	0.691           	2093.000        	2392.000        	2691.000        	299.000
star_300	215.234         	746.227         	0.660           	0.766           	1500.000        	0.691           	2100.000        	2400.000        	2700.000        	300.000
star_301	171.069         	2285.025        	0.522           	0.629           	1505.000        	0.691           	2107.000        	2408.000        	2709.000        	301.000
star_302	237.075         	1639.073        	0.776           	0.598           	1510.000        	0.691           	2114.000        	2416.000        	2718.000        	302.000
star_303	277.392         	1016.498        	0.618           	0.799           	1515.000        	0.691           	2121.000        	2424.000        	2727.000        	303.000
star_304	24.383          	2756.049        	0.833           	0.801           	1520.000        	0.691           	2128.000        	2432.000        	2736.000        	304.000
star_305	14.615          	1441.669        	0.534           	0.806           	1525.000        	0.691           	2135.000        	2440.000        	2745.000        	305.000
star_306	210.801         	2002.933        	0.528           	0.627           	1530.000        	0.691           	2142.000        	2448.000        	2754.000        	306.000
star_307	159.093         	746.955         	0.801           	0.685           	1535.000        	0.691           	2149.000        	2456.000        	2763.000        	307.000
star_308	172.419         	2661.382        	0.766           	0.746           	1540.000        	0.691           	2156.000        	2464.000        	2772.000        	308.000
star_309	119.448         	762.313         	0.793           	0.596           	1545.000        	0.691           	2163.000        	2472.000        	2781.000        	309.000
star_310	181.766         	815.586         	0.784           	0.739           	1550.000        	0.691           	2170.000        	2480.000        	2790.000        	310.000
star_311	134.913         	616.862         	0.825           	0.652           	1555.000        	0.691           	2177.000        	2488.000        	2799.000        	311.000
star_312	71.119          	489.100         	0.601           	0.645           	1560.000        	0.691           	2184.000        	2496.000        	2808.000        	312.000
star_313	30.142          	1153.552        	0.683           	0.654           	1565.000        	0.691           	2191.000        	2504.000        	2817.000        	313.000
star_314	172.099         	909.869         	0.803           	0.564           	1570.000        	0.691           	2198.000        	2512.000        	2826.000        	314.000
star_315	127.561         	1823.862        	0.763           	0.662           	1575.000        	0.691           	2205.000        	2520.000        	2835.000        	315.000
star_316	206.347         	2406.021        	0.787           	0.639           	1580.000        	0.691           	2212.000        	2528.000        	2844.000        	316.000
star_317	77.390          	619.689         	0.754           	0.623           	1585.000        	0.691           	2219.000        	2536.000        	2853.000        	317.000
star_318	117.228         	1835.356        	0.530           	0.747           	1590.000        	0.691           	2226.000        	2544.000        	2862.000        	318.000
star_319	296.214         	2241.416        	0.531           	0.719           	1595.000        	0.691           	2233.000        	2552.000        	2871.000        	319.000
star_320	239.356         	539.150         	0.767           	0.616           	1600.000        	0.691           	2240.000        	2560.000        	2880.000        	320.000
star_321	255.486         	3169.225        	0.597           	0.531           	1605.000        	0.691           	2247.000        	2568.000        	2889.000        	321.000
star_322	49.101          	1854.896        	0.767           	0.836           	1610.000        	0.691           	2254.000        	2576.000        	2898.000        	322.000
star_323	146.671         	657.226         	0.512           	0.712           	1615.000        	0.691           	2261.000        	2584.000        	2907.000        	323.000
star_324	303.982         	1387.094        	0.759           	0.816           	1620.000        	0.691           	2268.000        	2592.000        	2916.000        	324.000
star_325	251.581         	1999.868        	0.702           	0.792           	1625.000        	0.691           	2275.000        	2600.000        	2925.000        	325.000
star_326	87.928          	2521.975        	0.760           	0.813           	1630.000        	0.691           	2282.000        	2608.000        	2934.000        	326.000
star_327	133.492         	1664.479        	0.753           	0.802           	1635.000        	0.691           	2289.000        	2616.000        	2943.000        	327.000
star_328	214.798         	1263.889        	0.761           	0.579           	1640.000        	0.691           	2296.000        	2624.000        	2952.000        	328.000
star_329	225.223         	1903.790        	0.502           	0.723           	1645.000        	0.691           	2303.000        	2632.000        	2961.000        	329.000
star_330	135.915         	338.181         	0.823           	0.518           	1650.000        	0.691           	2310.000        	2640.000        	2970.000        	330.000
star_331	251.702         	3206.016        	0.562           	0.631           	1655.000        	0.691           	2317.000        	2648.000        	2979.000        	331.000
star_332	231.119         	1587.198        	0.656           	0.707           	1660.000        	0.691           	2324.000        	2656.000        	2988.000        	332.000
star_333	19.545          	2740.204        	0.838           	0.809           	1665.000        	0.691           	2331.000        	2664.000        	2997.000        	333.000
star_334	182.802         	1114.367        	0.747           	0.836           	1670.000        	0.691           	2338.000        	2672.000        	3006.000        	334.000
star_335	203.648         	2825.486        	0.519           	0.638           	1675.000        	0.691           	2345.000        	2680.000        	3015.000        	335.000
star_336	113.570         	2741.978        	0.635           	0.555           	1680.000        	0.691           	2352.000        	2688.000        	3024.000        	336.000
star_337	96.577          	2583.351        	0.649           	0.801           	1685.000        	0.691           	2359.000        	2696.000        	3033.000        	337.000
star_338	91.103          	2893.126        	0.728           	0.749           	1690.000        	0.691           	2366.000        	2704.000        	3042.000        	338.000
star_339	270.327         	1756.150        	0.768           	0.670           	1695.000        	0.691           	2373.000        	2712.000        	3051.000        	339.000
star_340	294.476         	715.312         	0.819           	0.686           	1700.000        	0.691           	2380.000        	2720.000        	3060.000        	340.000
star_341	200.415         	591.901         	0.727           	0.505           	1705.000        	0.691           	2387.000        	2728.000        	3069.000        	341.000
star_342	240.398         	2504.624        	0.525           	0.695           	1710.000        	0.691           	2394.000        	2736.000        	3078.000        	342.000
star_343	0.956           	1486.273        	0.708           	0.721           	1715.000        	0.691           	2401.000        	2744.000        	3087.000        	343.000
star_344	44.994          	1053.043        	0.553           	0.572           	1720.000        	0.691           	2408.000        	2752.000        	3096.000        	344.000
star_345	145.630         	2641.514        	0.592           	0.811           	1725.000        	0.691           	2415.000        	2760.000        	3105.000        	345.000
star_346	271.545         	413.148         	0.818           	0.687           	1730.000        	0.691           	2422.000        	2768.000        	3114.000        	346.000
star_347	245.808         	3199.105        	0.568           	0.515           	1735.000        	0.691           	2429.000        	2776.000        	3123.000        	347.000
star_348	60.601          	804.830         	0.741           	0.823           	1740.000        	0.691           	2436.000        	2784.000        	3132.000        	348.000
star_349	186.867         	2324.270        	0.604           	0.590           	1745.000        	0.691           	2443.000        	2792.000        	3141.000        	349.000
star_350	332.754         	2792.911        	0.740           	0.839           	1750.000        	0.691           	2450.000        	2800.000        	3150.000        	350.000
star_351	271.665         	2394.241        	0.551           	0.748           	1755.000        	0.691           	2457.000        	2808.000        	3159.000        	351.000
star_352	75.848          	884.842         	0.561           	0.619           	1760.000        	0.691           	2464.000        	2816.000        	3168.000        	352.000
star_353	268.750         	2336.972        	0.799           	0.533           	1765.000        	0.691           	2471.000        	2824.000        	3177.000        	353.000
star_354	101.688         	2645.247        	0.638           	0.622           	1770.000        	0.691           	2478.000        	2832.000        	3186.000        	354.000
star_355	119.301         	2282.530        	0.748           	0.531           	1775.000        	0.691           	2485.000        	2840.000        	3195.000        	355.000
star_356	116.632         	1510.641        	0.589           	0.518           	1780.000        	0.691           	2492.000        	2848.000        	3204.000        	356.000
star_357	79.042          	2393.535        	0.783           	0.710           	1785.000        	0.691           	2499.000        	2856.000        	3213.000        	357.000
star_358	137.348         	1131.172        	0.691           	0.774           	1790.000        	0.691           	2506.000        	2864.000        	3222.000        	358.000
star_359	0.605           	3376.278        	0.830           	0.782           	1795.000        	0.691           	2513.000        	2872.000        	3231.000        	359.000
star_360	279.991         	841.044         	0.664           	0.785           	1800.000        	0.691           	2520.000        	2880.000        	3240.000        	360.000
star_361	280.729         	2257.711        	0.529           	0.723           	1805.000        	0.691           	2527.000        	2888.000        	3249.000        	361.000
star_362	321.851         	2886.735        	0.519           	0.597           	1810.000        	0.691           	2534.000        	2896.000        	3258.000        	362.000
star_363	20.285          	1140.271        	0.602           	0.552           	1815.000        	0.691           	2541.000        	2904.000        	3267.000        	363.000
star_364	272.128         	573.889         	0.634           	0.837           	1820.000        	0.691           	2548.000        	2912.000        	3276.000        	364.000
star_365	29.184          	1639.679        	0.664           	0.564           	1825.000        	0.691           	2555.000        	2920.000        	3285.000        	365.000
star_366	161.085         	1716.817        	0.685           	0.556           	1830.000        	0.691           	2562.000        	2928.000        	3294.000        	366.000
star_367	297.861         	3632.341        	0.687           	0.514           	1835.000        	0.691           	2569.000        	2936.000        	3303.000        	367.000
star_368	277.778         	1817.812        	0.555           	0.720           	1840.000        	0.691           	2576.000        	2944.000        	3312.000        	368.000
star_369	178.395         	2743.351        	0.801           	0.716           	1845.000        	0.691           	2583.000        	2952.000        	3321.000        	369.000
star_370	70.231          	1804.232        	0.838           	0.537           	1850.000        	0.691           	2590.000        	2960.000        	3330.000        	370.000
star_371	332.841         	1834.339        	0.826           	0.721           	1855.000        	0.691           	2597.000        	2968.000        	3339.000        	371.000
star_372	100.094         	3430.256        	0.806           	0.509           	1860.000        	0.691           	2604.000        	2976.000        	3348.000        	372.000
star_373	330.392         	850.091         	0.830           	0.649           	1865.000        	0.691           	2611.000        	2984.000        	3357.000        	373.000
star_374	40.301          	1819.456        	0.658           	0.729           	1870.000        	0.691           	2618.000        	2992.000        	3366.000        	374.000
star_375	292.172         	3457.103        	0.564           	0.721           	1875.000        	0.691           	2625.000        	3000.000        	3375.000        	375.000
star_376	279.371         	2261.155        	0.791           	0.622           	1880.000        	0.691           	2632.000        	3008.000        	3384.000        	376.000
star_377	139.148         	1867.864        	0.516           	0.683           	1885.000        	0.691           	2639.000        	3016.000        	3393.000        	377.000
star_378	238.742         	1481.426        	0.501           	0.557           	1890.000        	0.691           	2646.000        	3024.000        	3402.000        	378.000
star_379	81.165          	1950.788        	0.705           	0.825           	1895.000        	0.691           	2653.000        	3032.000        	3411.000        	379.000
star_380	114.212         	2857.095        	0.839           	0.809           	1900.000        	0.691           	2660.000        	3040.000        	3420.000        	380.000
star_381	159.750         	1440.145        	0.790           	0.717           	1905.000        	0.691           	2667.000        	3048.000        	3429.000        	381.000
star_382	376.613         	3673.144        	0.797           	0.506           	1910.000        	0.691           	2674.000        	3056.000        	3438.000        	382.000
star_383	74.199          	2277.397        	0.816           	0.524           	1915.000        	0.691           	2681.000        	3064.000        	3447.000        	383.000
star_384	108.842         	1028.850        	0.565           	0.585           	1920.000        	0.691           	2688.000        	3072.000        	3456.000        	384.000
star_385	199.988         	812.942         	0.688           	0.703           	1925.000        	0.691           	2695.000        	3080.000        	3465.000        	385.000
star_386	370.564         	1345.898        	0.753           	0.632           	1930.000        	0.691           	2702.000        	3088.000        	3474.000        	386.000
star_387	21.035          	502.838         	0.570           	0.713           	1935.000        	0.691           	2709.000        	3096.000        	3483.000        	387.000
star_388	44.692          	1873.131        	0.623           	0.707           	1940.000        	0.691           	2716.000        	3104.000        	3492.000        	388.000
star_389	162.095         	3626.936        	0.791           	0.624           	1945.000        	0.691           	2723.000        	3112.000        	3501.000        	389.000
star_390	8.489           	3193.601        	0.659           	0.834           	1950.000        	0.691           	2730.000        	3120.000        	3510.000        	390.000
star_391	267.971         	2720.955        	0.555           	0.811           	1955.000        	0.691           	2737.000        	3128.000        	3519.000        	391.000
star_392	44.236          	1128.095        	0.543           	0.670           	1960.000        	0.691           	2744.000        	3136.000        	3528.000        	392.000
star_393	11.951          	1403.120        	0.694           	0.514           	1965.000        	0.691           	2751.000        	3144.000        	3537.000        	393.000
star_394	53.095          	2239.112        	0.538           	0.717           	1970.000        	0.691           	2758.000        	3152.000        	3546.000        	394.000
star_395	61.480          	3470.532        	0.703           	0.774           	1975.000        	0.691           	2765.000        	3160.000        	3555.000        	395.000
star_396	241.778         	1724.961        	0.616           	0.547           	1980.000        	0.691           	2772.000        	3168.000        	3564.000        	396.000
star_397	77.105          	2818.293        	0.702           	0.710           	1985.000        	0.691           	2779.000        	3176.000        	3573.000        	397.000
star_398	140.994         	511.954         	0.791           	0.649           	1990.000        	0.691           	2786.000        	3184.000        	3582.000        	398.000
star_399	384.059         	3355.120        	0.530           	0.748           	1995.000        	0.691           	2793.000        	3192.000        	3591.000        	399.000
star_400	326.856         	1914.542        	0.707           	0.624           	2000.000        	0.691           	2800.000        	3200.000        	3600.000        	400.000
star_401	174.766         	3972.483        	0.508           	0.599           	2005.000        	0.691           	2807.000        	3208.000        	3609.000        	401.000
star_402	394.498         	1242.321        	0.507           	0.572           	2010.000        	0.691           	2814.000        	3216.000        	3618.000        	402.000
star_403	68.499          	3957.642        	0.610           	0.830           	2015.000        	0.691           	2821.000        	3224.000        	3627.000        	403.000
star_404	341.775         	2793.031        	0.598           	0.568           	2020.000        	0.691           	2828.000        	3232.000        	3636.000        	404.000
star_405	289.526         	3279.597        	0.705           	0.596           	2025.000        	0.691           	2835.000        	3240.000        	3645.000        	405.000
star_406	380.052         	606.784         	0.533           	0.700           	2030.000        	0.691           	2842.000        	3248.000        	3654.000        	406.000
star_407	137.675         	2604.025        	0.678           	0.723           	2035.000        	0.691           	2849.000        	3256.000        	3663.000        	407.000
star_408	107.534         	4074.213        	0.829           	0.729           	2040.000        	0.691           	2856.000        	3264.000        	3672.000        	408.000
star_409	393.911         	1409.075        	0.805           	0.612           	2045.000        	0.691           	2863.000        	3272.000        	3681.000        	409.000
star_410	406.639         	3117.225        	0.721           	0.747           	2050.000        	0.691           	2870.000        	3280.000        	3690.000        	410.000
star_411	274.381         	1752.855        	0.672           	0.596           	2055.000        	0.691           	2877.000        	3288.000        	3699.000        	411.000
star_412	323.687         	994.797         	0.613           	0.643           	2060.000        	0.691           	2884.000        	3296.000        	3708.000        	412.000
star_413	87.141          	1184.010        	0.819           	0.599           	2065.000        	0.691           	2891.000        	3304.000        	3717.000        	413.000
star_414	279.539         	775.341         	0.751           	0.830           	2070.000        	0.691           	2898.000        	3312.000        	3726.000        	414.000
star_415	310.934         	3140.777        	0.658           	0.575           	2075.000        	0.691           	2905.000        	3320.000        	3735.000        	415.000
star_416	75.058          	1325.548        	0.740           	0.792           	2080.000        	0.691           	2912.000        	3328.000        	3744.000        	416.000
star_417	397.476         	1643.152        	0.813           	0.643           	2085.000        	0.691           	2919.000        	3336.000        	3753.000        	417.000
star_418	315.646         	1550.095        	0.802           	0.835           	2090.000        	0.691           	2926.000        	3344.000        	3762.000        	418.000
star_419	81.650          	2561.699        	0.826           	0.753           	2095.000        	0.691           	2933.000        	3352.000        	3771.000        	419.000
star_420	214.847         	709.524         	0.536           	0.832           	2100.000        	0.691           	2940.000        	3360.000        	3780.000        	420.000
star_421	302.913         	467.230         	0.711           	0.620           	2105.000        	0.691           	2947.000        	3368.000        	3789.000        	421.000
star_422	81.910          	3114.399        	0.607           	0.799           	2110.000        	0.691           	2954.000        	3376.000        	3798.000        	422.000
star_423	267.181         	1099.873        	0.693           	0.628           	2115.000        	0.691           	2961.000        	3384.000        	3807.000        	423.000
star_424	393.319         	490.334         	0.740           	0.533           	2120.000        	0.691           	2968.000        	3392.000        	3816.000        	424.000
star_425	385.428         	3417.764        	0.622           	0.759           	2125.000        	0.691           	2975.000        	3400.000        	3825.000        	425.000
star_426	258.699         	919.072         	0.804           	0.608           	2130.000        	0.691           	2982.000        	3408.000        	3834.000        	426.000
star_427	250.447         	1908.437        	0.835           	0.753           	2135.000        	0.691           	2989.000        	3416.000        	3843.000        	427.000
star_428	285.621         	644.616         	0.789           	0.837           	2140.000        	0.691           	2996.000        	3424.000        	3852.000        	428.000
star_429	427.570         	1622.743        	0.782           	0.684           	2145.000        	0.691           	3003.000        	3432.000        	3861.000        	429.000
star_430	209.398         	1820.051        	0.661           	0.709           	2150.000        	0.691           	3010.000        	3440.000        	3870.000        	430.000
star_431	417.501         	661.232         	0.611           	0.702           	2155.000        	0.691           	3017.000        	3448.000        	3879.000        	431.000
star_432	260.212         	4116.721        	0.715           	0.757           	2160.000        	0.691           	3024.000        	3456.000        	3888.000        	432.000
star_433	251.566         	2173.049        	0.630           	0.593           	2165.000        	0.691           	3031.000        	3464.000        	3897.000        	433.000
star_434	326.519         	1188.872        	0.648           	0.620           	2170.000        	0.691           	3038.000        	3472.000        	3906.000        	434.000
star_435	247.507         	3350.451        	0.654           	0.640           	2175.000        	0.691           	3045.000        	3480.000        	3915.000        	435.000
star_436	355.656         	2189.797        	0.539           	0.789           	2180.000        	0.691           	3052.000        	3488.000        	3924.000        	436.000
star_437	82.991          	2623.678        	0.761           	0.640           	2185.000        	0.691           	3059.000        	3496.000        	3933.000        	437.000
star_438	304.565         	4367.805        	0.503           	0.553           	2190.000        	0.691           	3066.000        	3504.000        	3942.000        	438.000
star_439	319.537         	3230.440        	0.774           	0.840           	2195.000        	0.691           	3073.000        	3512.000        	3951.000        	439.000
star_440	31.989          	1634.119        	0.578           	0.579           	2200.000        	0.691           	3080.000        	3520.000        	3960.000        	440.000
star_441	138.374         	3721.023        	0.794           	0.594           	2205.000        	0.691           	3087.000        	3528.000        	3969.000        	441.000
star_442	119.854         	2842.449        	0.699           	0.676           	2210.000        	0.691           	3094.000        	3536.000        	3978.000        	442.000
star_443	417.450         	2286.265        	0.582           	0.799           	2215.000        	0.691           	3101.000        	3544.000        	3987.000        	443.000
star_444	191.412         	2413.471        	0.625           	0.681           	2220.000        	0.691           	3108.000        	3552.000        	3996.000        	444.000
star_445	350.492         	1436.157        	0.724           	0.564           	2225.000        	0.691           	3115.000        	3560.000        	4005.000        	445.000
star_446	438.639         	2251.559        	0.598           	0.560           	2230.000        	0.691           	3122.000        	3568.000        	4014.000        	446.000
star_447	259.844         	2408.817        	0.834           	0.659           	2235.000        	0.691           	3129.000        	3576.000        	4023.000        	447.000
star_448	239.703         	3532.580        	0.506           	0.616           	2240.000        	0.691           	3136.000        	3584.000        	4032.000        	448.000
star_449	369.478         	1524.871        	0.585           	0.806           	2245.000        	0.691           	3143.000        	3592.000        	4041.000        	449.000
star_450	358.705         	2957.888        	0.750           	0.572           	2250.000        	0.691           	3150.000        	3600.000        	4050.000        	450.000
star_451	21.681          	1861.072        	0.813           	0.586           	2255.000        	0.691           	3157.000        	3608.000        	4059.000        	451.000
star_452	357.672         	4318.617        	0.645           	0.717           	2260.000        	0.691           	3164.000        	3616.000        	4068.000        	452.000
star_453	55.728          	4124.021        	0.811           	0.816           	2265.000        	0.691           	3171.000        	3624.000        	4077.000        	453.000
star_454	25.720          	2348.086        	0.664           	0.651           	2270.000        	0.691           	3178.000        	3632.000        	4086.000        	454.000
star_455	137.989         	492.256         	0.625           	0.734           	2275.000        	0.691           	3185.000        	3640.000        	4095.000        	455.000
star_456	229.398         	3411.465        	0.761           	0.579           	2280.000        	0.691           	3192.000        	3648.000        	4104.000        	456.000
star_457	276.497         	3414.620        	0.550           	0.514           	2285.000        	0.691           	3199.000        	3656.000        	4113.000        	457.000
star_458	276.945         	1515.924        	0.528           	0.700           	2290.000        	0.691           	3206.000        	3664.000        	4122.000        	458.000
star_459	67.995          	1235.586        	0.578           	0.837           	2295.000        	0.691           	3213.000        	3672.000        	4131.000        	459.000
star_460	340.945         	2041.577        	0.794           	0.655           	2300.000        	0.691           	3220.000        	3680.000        	4140.000        	460.000
star_461	211.723         	2513.512        	0.662           	0.736           	2305.000        	0.691           	3227.000        	3688.000        	4149.000        	461.000
star_462	402.101         	3666.375        	0.655           	0.679           	2310.000        	0.691           	3234.000        	3696.000        	4158.000        	462.000
star_463	193.787         	2158.354        	0.783           	0.653           	2315.000        	0.691           	3241.000        	3704.000        	4167.000        	463.000
star_464	126.161         	3423.942        	0.588           	0.598           	2320.000        	0.691           	3248.000        	3712.000        	4176.000        	464.000
star_465	322.079         	1895.060        	0.536           	0.572           	2325.000        	0.691           	3255.000        	3720.000        	4185.000        	465.000
star_466	25.102          	2033.326        	0.821           	0.628           	2330.000        	0.691           	3262.000        	3728.000        	4194.000        	466.000
star_467	392.437         	4413.608        	0.771           	0.724           	2335.000        	0.691           	3269.000        	3736.000        	4203.000        	467.000
star_468	403.276         	4636.093        	0.828           	0.715           	2340.000        	0.691           	3276.000        	3744.000        	4212.000        	468.000
star_469	238.181         	2305.161        	0.790           	0.686           	2345.000        	0.691           	3283.000        	3752.000        	4221.000        	469.000
star_470	29.648          	2271.331        	0.705           	0.542           	2350.000        	0.691           	3290.000        	3760.000        	4230.000        	470.000
star_471	328.710         	2336.215        	0.827           	0.727           	2355.000        	0.691           	3297.000        	3768.000        	4239.000        	471.000
star_472	340.718         	3890.620        	0.581           	0.710           	2360.000        	0.691           	3304.000        	3776.000        	4248.000        	472.000
star_473	181.335         	3232.687        	0.711           	0.829           	2365.000        	0.691           	3311.000        	3784.000        	4257.000        	473.000
star_474	277.286         	768.132         	0.565           	0.621           	2370.000        	0.691           	3318.000        	3792.000        	4266.000        	474.000
star_475	270.945         	4280.547        	0.506           	0.679           	2375.000        	0.691           	3325.000        	3800.000        	4275.000        	475.000
star_476	366.921         	2519.067        	0.599           	0.669           	2380.000        	0.691           	3332.000        	3808.000        	4284.000        	476.000
star_477	349.593         	3258.872        	0.618           	0.562           	2385.000        	0.691           	3339.000        	3816.000        	4293.000        	477.000
star_478	323.066         	1232.763        	0.548           	0.608           	2390.000        	0.691           	3346.000        	3824.000        	4302.000        	478.000
star_479	378.712         	2864.587        	0.711           	0.759           	2395.000        	0.691           	3353.000        	3832.000        	4311.000        	479.000
star_480	248.321         	3771.515        	0.651           	0.715           	2400.000        	0.691           	3360.000        	3840.000        	4320.000        	480.000
star_481	35.612          	3831.759        	0.834           	0.815           	2405.000        	0.691           	3367.000        	3848.000        	4329.000        	481.000
star_482	332.321         	3176.546        	0.647           	0.547           	2410.000        	0.691           	3374.000        	3856.000        	4338.000        	482.000
star_483	325.949         	2210.055        	0.707           	0.785           	2415.000        	0.691           	3381.000        	3864.000        	4347.000        	483.000
star_484	403.649         	3539.007        	0.726           	0.796           	2420.000        	0.691           	3388.000        	3872.000        	4356.000        	484.000
star_485	452.803         	2786.744        	0.696           	0.514           	2425.000        	0.691           	3395.000        	3880.000        	4365.000        	485.000
star_486	240.203         	4199.789        	0.677           	0.608           	2430.000        	0.691           	3402.000        	3888.000        	4374.000        	486.000
star_487	384.760         	976.701         	0.518           	0.563           	2435.000        	0.691           	3409.000        	3896.000        	4383.000        	487.000
star_488	60.867          	2750.145        	0.800           	0.691           	2440.000        	0.691           	3416.000        	3904.000        	4392.000        	488.000
star_489	35.245          	3516.039        	0.762           	0.822           	2445.000        	0.691           	3423.000        	3912.000        	4401.000        	489.000
star_490	435.313         	3077.741        	0.666           	0.748           	2450.000        	0.691           	3430.000        	3920.000        	4410.000        	490.000
star_491	49.004          	4859.316        	0.811           	0.830           	2455.000        	0.691           	3437.000        	3928.000        	4419.000        	491.000
star_492	430.135         	1244.355        	0.616           	0.578           	2460.000        	0.691           	3444.000        	3936.000        	4428.000        	492.000
star_493	294.446         	1457.918        	0.631           	0.572           	2465.000        	0.691           	3451.000        	3944.000        	4437.000        	493.000
